State,Long,"Place
Name","Zip
Code",County,Lat,
IL,-91.2899,Mendon,62351,Adams,40.0857,
TX,-96.4793,Lolita,77971,Jackson,28.7724,
OK,-98.2778,Helena,73741,Alfalfa,36.5438,
TX,-95.3117,Tyler,75702,Smith,32.362,
NY,-75.3739,Masonville,13804,Delaware,42.2102,
PA,-80.4632,Edinburg,16116,Lawrence,41.0276,
TX,-95.4342,Houston,77258,Harris,29.834,
NC,-78.6253,Raleigh,27668,Wake,35.7977,
DC,-77.0146,Washington,20058,District of Columbia,38.8933,
MO,-94.5959,Kansas City,64114,Jackson,38.9621,
NV,-114.9721,The Lakes,88905,Clark,35.9279,
ID,-114.0419,North Fork,83466,Lemhi,45.4242,
OH,-84.3896,Middletown,45042,Butler,39.5321,
OH,-81.6362,Bath,44210,Summit,41.1889,
PA,-80.0468,Slippery Rock,16057,Butler,41.0454,
FL,-80.13,Miami Beach,33239,Miami-Dade,25.7907,
PA,-75.4696,Valley Forge,19493,Chester,40.0971,
OH,-81.558,Pleasant City,43772,Guernsey,39.9095,
NY,-76.7717,Odessa,14869,Schuyler,42.3609,
AL,-85.958,Alexander City,35011,Tallapoosa,32.9902,
OH,-82.8035,Reynoldsburg,43068,Franklin,39.9551,
WV,-80.6444,Craigsville,26205,Nicholas,38.3254,
FL,-84.2246,Tallahassee,32308,Leon,30.4771,
OH,-80.65,Youngstown,44503,Mahoning,41.102,
IN,-86.9172,Mariah Hill,47556,Spencer,38.1664,
IN,-86.8691,Reynolds,47980,White,40.7606,
CO,-104.8247,Weston,81091,Las Animas,37.1702,
WA,-121.9428,Granite Falls,98252,Snohomish,48.079,
LA,-90.697,Dulac,70353,Terrebonne,29.3695,
FL,-82.5087,Lecanto,34460,Citrus,28.8593,
KS,-94.6557,Galena,66739,Cherokee,37.0632,
TN,-86.774,Nashville,37207,Davidson,36.2195,
WI,-88.5032,Lakewood,54138,Oconto,45.3163,
MO,-92.6388,Coatsville,63535,Schuyler,40.5665,
NY,-74.2163,Maybrook,12543,Orange,41.4886,
AL,-87.3974,Double Springs,35553,Winston,34.1387,
CA,-122.0409,Oak Run,96069,Shasta,40.6863,
LA,-92.0365,Fairbanks,71240,Ouachita Parish,32.6443,
LA,-90.7807,Gray,70359,Terrebonne,29.6903,
TN,-88.8554,Martin,38237,Weakley,36.3425,
FL,-82.2416,North Port,34287,Sarasota,27.0478,
NJ,-74.0384,Montvale,7645,Bergen,41.0495,
CA,-121.3225,Stockton,95269,San Joaquin,38.0187,
IL,-89.9312,Topeka,61567,Mason,40.3303,
FL,-80.1418,Boynton Beach,33437,Palm Beach,26.5312,
NJ,-74.7027,Blawenburg,8504,Somerset,40.4076,
NY,-74.0781,Plattekill,12568,Ulster,41.6412,
TX,-97.9533,Progreso,78579,Hidalgo,26.0922,
IL,-88.4074,Dieterich,62424,Effingham,39.0319,
AL,-88.0431,Mobile,36675,Mobile,30.6944,
ME,-68.887,Matinicus,4851,Knox,43.8651,
MO,-94.3548,Maysville,64469,DeKalb,39.9112,
FL,-82.4388,Tampa,33650,Hillsborough,27.872,
MN,-96.1434,Herman,56248,Grant,45.8086,
NC,-80.8042,Charlotte,28258,Mecklenburg,35.26,
TX,-95.4017,Houston,77054,Harris,29.6852,
IL,-88.2743,Pesotum,61863,Champaign,39.9151,
PA,-79.8116,Chestnut Ridge,15422,Fayette,39.9812,
ID,-114.4858,Ketchum,83340,Blaine,43.6692,
AL,-85.7277,Bridgeport,35740,Jackson,34.9446,
MO,-92.6001,Grovespring,65662,Wright,37.4947,
MS,-88.6412,Gautier,39553,Jackson,30.398,
CA,-121.3648,Antelope,95843,Sacramento,38.7159,
VA,-77.4932,Richmond,23286,City of Richmond,37.5242,
VA,-79.458,Dry Fork,24549,Pittsylvania,36.743,
PA,-80.0248,Pittsburgh,15268,Allegheny,40.4344,
NY,-73.8708,Flushing,11381,Queens,40.6514,
TX,-95.2216,Houston,77034,Harris,29.6364,
CA,-121.895,San Jose,95141,Santa Clara,37.3394,
IA,-93.7994,West Des Moines,50266,Polk,41.5695,
AR,-91.0515,Warm Springs,72478,Randolph,36.4803,
SD,-96.7119,Renner,57055,Minnehaha,43.6366,
IL,-89.1825,Villa Ridge,62996,Pulaski,37.1578,
MS,-90.8839,Leland,38756,Washington,33.3985,
TX,-97.8203,Cedar Park,78630,Williamson,30.5052,
NV,-119.6587,Virginia City,89440,Storey,39.2965,
AL,-86.8346,Birmingham,35226,Jefferson,33.3967,
LA,-93.6404,Barksdale Afb,71110,Bossier,32.5137,
IA,-95.0553,Kimballton,51543,Audubon,41.6352,
WI,-88.4674,Eagle,53119,Waukesha,42.8809,
WV,-81.9657,Wharncliffe,25651,Mingo,37.5554,
MD,-76.0455,Still Pond,21667,Kent,39.3293,
CA,-121.8574,San Jose,95120,Santa Clara,37.2144,
NM,-105.9886,Santa Fe,87506,Santa Fe,35.8195,
CT,-72.9282,New Haven,6503,New Haven,41.3082,
OK,-94.9432,Afton,74331,Ottawa,36.6296,
VA,-78.3752,Boydton,23917,Mecklenburg,36.6544,
WI,-88.6845,Juneau,53039,Dodge,43.3792,
PA,-76.2407,Lost Creek,17946,Schuylkill,40.8081,
NY,-76.927,Lakemont,14857,Yates,42.5126,
AZ,-109.6266,Safford,85546,Graham,32.8295,
FL,-81.796,Naples,34107,Collier,26.1423,
MI,-89.2108,Watersmeet,49969,Gogebic,46.2542,
WV,-81.5165,Thorpe,24888,McDowell,37.3687,
OR,-122.8398,Medford,97504,Jackson,42.3363,
WV,-81.136,Big Bend,26136,Calhoun,38.9719,
UT,-111.7777,Salt Lake City,84121,Salt Lake,40.6226,
OH,-81.479,Cuyahoga Falls,44221,Summit,41.1401,
HI,-155.8453,Honaunau,96726,Hawaii,19.2783,
IL,-90.0318,Dunfermline,61524,Fulton,40.4912,
ME,-69.5516,Walpole,4573,Lincoln,43.9462,
NE,-101.5216,Whitman,69366,Grant,41.9584,
KY,-87.4605,Nortonville,42442,Hopkins,37.1834,
NC,-83.3274,Scaly Mountain,28775,Macon,35.0311,
TN,-85.6371,Sequatchie,37374,Marion,35.1634,
WV,-82.2774,Huntington,25720,Cabell,38.4134,
TX,-95.8389,Tennessee Colony,75886,Anderson,31.8354,
TN,-86.113,Winchester,37398,Franklin,35.1864,
NJ,-74.5725,Randolph,7869,Morris,40.8456,
VA,-77.467,Centreville,20120,Fairfax,38.8448,
OR,-121.2927,Tygh Valley,97063,Wasco,45.2229,
WV,-80.5493,Colliers,26035,Brooke,40.3484,
NM,-105.6713,Tererro,87573,San Miguel,35.7727,
NM,-106.0774,Holloman Air Force Base,88330,Otero,32.8366,
PA,-76.5448,Valley View,17983,Schuylkill,40.6445,
CA,-121.5072,Sacramento,95834,Sacramento,38.6383,
IL,-89.0822,Shirley,61772,McLean,40.4174,
WV,-78.4425,High View,26808,Hampshire,39.2225,
GA,-84.8457,Cassville,30123,Bartow,34.2442,
NC,-80.3677,Westfield,27053,Surry,36.4674,
IA,-93.5722,Des Moines,50364,Polk,41.6727,
NY,-77.9947,Angelica,14709,Allegany,42.3263,
NC,-80.8431,Charlotte,28280,Mecklenburg,35.2271,
CA,-118.427,Pacoima,91333,Los Angeles,34.2625,
NJ,-74.0335,Oradell,7649,Bergen,40.9535,
OH,-80.6006,East Liverpool,43920,Columbiana,40.6774,
NE,-99.1611,Riverdale,68870,Buffalo,40.8524,
PA,-75.9978,Gap,17527,Lancaster,40.002,
TX,-97.8181,Austin,78746,Travis,30.2971,
PA,-76.5947,York,17406,York,40.0046,
DC,-77.0117,Washington,20208,District of Columbia,38.8966,
UT,-111.4138,Torrey,84775,Wayne,38.2969,
FL,-80.4771,Port Saint Lucie,34987,St. Lucie,27.2606,
NY,-77.0913,Bradford,14815,Steuben,42.3825,
WI,-90.7383,High Bridge,54846,Ashland,46.3796,
TX,-97.8456,Jonesboro,76538,Coryell,31.5599,
OK,-97.9461,Ryan,73565,Jefferson,34.0238,
VA,-78.2394,Somerset,22972,Orange,38.1997,
IL,-89.1811,Cairo,62914,Alexander,37.0123,
MT,-105.1617,Whitetail,59276,Daniels,48.8956,
WI,-89.508,Madison,53717,Dane,43.0736,
OH,-84.7832,Union City,45390,Darke,40.2018,
RI,-71.5768,Coventry,2816,Kent,41.6914,
KS,-98.8098,Lake City,67071,Barber,37.3569,
KS,-95.6802,Topeka,66603,Shawnee,39.0553,
IL,-87.6115,Beecher,60401,Will,41.3444,
TX,-98.6745,Iowa Park,76367,Wichita,33.9423,
KY,-85.6888,Shepherdsville,40165,Bullitt,38.0045,
TX,-99.3196,Albany,76430,Shackelford,32.719,
IN,-87.575,Evansville,47705,Vanderburgh,37.9971,
CA,-119.7029,Clovis,93613,Fresno,36.8252,
DC,-77.0146,Washington,20201,District of Columbia,38.8933,
CO,-104.989,Denver,80294,Denver,39.7491,
MN,-93.7749,Talmoon,56637,Itasca,47.5888,
MO,-90.5984,Bismarck,63624,St. Francois,37.7539,
MD,-76.5577,Severna Park,21146,Anne Arundel,39.0811,
ND,-98.8739,Webster,58382,Ramsey,48.3229,
MN,-93.581,Montgomery,56069,Le Sueur,44.4356,
KS,-94.8186,Mound City,66056,Linn,38.156,
AZ,-112.1696,Phoenix,85031,Maricopa,33.4939,
KY,-86.1938,Smiths Grove,42171,Warren,37.0581,
NY,-72.797,Center Moriches,11934,Suffolk,40.7997,
MA,-70.9112,Middleboro,2349,Plymouth,41.8932,
CA,-117.8867,Anaheim,92816,Orange,33.8401,
OH,-82.8329,Columbus,43213,Franklin,39.9727,
CA,-121.2867,Roseville,95678,Placer,38.7609,
IL,-89.0335,Loves Park,61111,Winnebago,42.3295,
CO,-105.2239,Evergreen,80437,Jefferson,39.522,
CT,-73.5591,Stamford,6910,Fairfield,41.0391,
WI,-89.2629,Sun Prairie,53596,Dane,43.1924,
WV,-81.2822,Looneyville,25259,Roane,38.6641,
WV,-81.4058,Northfork,24868,McDowell,37.4194,
WV,-81.7376,Bartley,24813,McDowell,37.3407,
TX,-102.3544,Crane,79731,Crane,31.3969,
KY,-84.9732,Sanders,41083,Carroll,38.661,
MD,-77.658,Brownsville,21715,Washington,39.3869,
CA,-122.9965,Guerneville,95446,Sonoma,38.5055,
LA,-91.5901,Crowville,71230,Franklin,32.2407,
WV,-80.4865,Wallace,26448,Harrison,39.4117,
KS,-95.1647,Moran,66755,Allen,37.9342,
IL,-89.0298,South Beloit,61080,Winnebago,42.4837,
NJ,-74.1081,Garfield,7026,Bergen,40.8789,
PA,-79.381,Donegal,15628,Westmoreland,40.0996,
IL,-88.3098,Batavia,60510,Kane,41.8482,
MN,-93.2585,Minneapolis,55415,Hennepin,44.9742,
WV,-81.717,Ottawa,25149,Boone,37.9971,
AL,-85.4426,Lafayette,36862,Chambers,32.9252,
NY,-73.7882,New Baltimore,12124,Greene,42.4442,
LA,-90.0331,New Orleans,70114,Orleans,29.9379,
NY,-76.062,Clayton,13624,Jefferson,44.1442,
MA,-71.4877,Littleton,1460,Middlesex,42.5401,
OH,-84.5382,Cincinnati,45268,Hamilton,39.1668,
MD,-76.9239,Suitland,20752,Prince George's,38.8487,
AL,-86.8168,Madison,35756,Madison,34.643,
MO,-90.6746,Mill Spring,63952,Wayne,37.0675,
IN,-87.2999,Goodland,47948,Newton,40.7669,
ME,-70.2494,Turner,4282,Androscoggin,44.2557,
IA,-91.5368,Pilot Grove,52648,Lee,40.7628,
IN,-87.4712,Dana,47847,Vermillion,39.839,
TX,-97.833,Gatesville,76528,Coryell,31.4177,
KS,-100.9691,Satanta,67870,Haskell,37.4409,
TX,-94.3187,Hamshire,77622,Jefferson,29.8668,
OH,-81.5486,Cleveland,44128,Cuyahoga,41.4416,
GA,-82.2355,Augusta,30917,Columbia,33.5277,
VT,-72.2648,Coventry,5825,Orleans,44.8656,
MO,-93.7169,Mooresville,64664,Livingston,39.7425,
MN,-93.9345,Henderson,56044,Sibley,44.5344,
OH,-83.4806,Northwood,43619,Wood,41.608,
MO,-92.2493,Jefferson City,65111,Cole,38.5309,
OK,-95.8469,Collinsville,74021,Tulsa,36.3701,
VT,-72.4749,Westminster,5158,Windham,43.0826,
OR,-122.8985,Deer Island,97054,Columbia,45.9356,
OK,-99.2816,Canute,73626,Washita,35.4037,
TX,-101.827,Plainview,79073,Hale,34.0689,
IL,-87.909,Berkeley,60163,Cook,41.8888,
NJ,-74.0623,Leonardo,7737,Monmouth,40.4177,
VA,-79.9247,Roanoke,24013,Roanoke (city),37.2677,
LA,-91.6768,Wisner,71378,Franklin,31.9913,
CA,-119.175,Oxnard,93030,Ventura,34.2141,
CA,-118.4601,Venice,90294,Los Angeles,33.9908,
PA,-75.8801,Wilkes Barre,18710,Luzerne,41.2722,
CA,-122.5684,Novato,94998,Marin,38.1173,
KS,-97.5118,Halstead,67056,Harvey,38.0064,
WV,-81.0696,Clay,25043,Clay,38.4764,
MO,-93.7588,Stet,64680,Carroll,39.4231,
TX,-96.7776,Richardson,75085,Dallas,32.7673,
OH,-83.9385,Enon,45323,Clark,39.8663,
CO,-104.8013,Fort Lupton,80621,Weld,40.108,
NY,-78.8245,Buffalo,14212,Erie,42.8946,
AL,-88.2007,Melvin,36913,Choctaw,32.0042,
OH,-81.6352,Wilmot,44689,Stark,40.6567,
IA,-95.4623,Arion,51520,Crawford,41.9504,
IN,-85.6536,Anderson,46012,Madison,40.1309,
MI,-86.1168,Dowagiac,49047,Cass,41.991,
MO,-92.0371,Shelbina,63468,Shelby,39.6947,
CO,-105.8786,Alamosa,81101,Alamosa,37.4703,
MN,-94.7772,Laporte,56461,Hubbard,47.2368,
MN,-95.0714,Menahga,56464,Wadena,46.7572,
CA,-118.3687,Lancaster,93536,Los Angeles,34.7471,
NM,-107.7466,Deming,88030,Luna,32.2318,
MN,-94.4581,Holdingford,56340,Stearns,45.7249,
WV,-81.9751,Letart,25253,Mason,38.9311,
CA,-116.9485,Angelus Oaks,92305,San Bernardino,34.1531,
IN,-86.3734,Lake Cicott,46942,Cass,40.7361,
NC,-80.0696,Wadesboro,28170,Anson,34.9809,
PA,-77.8752,Fleming,16835,Centre,40.9046,
NY,-73.9629,Blauvelt,10913,Rockland,41.0626,
CA,-121.2303,Wilton,95693,Sacramento,38.3983,
FL,-80.3103,Miami,33155,Miami-Dade,25.7392,
TN,-88.9507,Trenton,38382,Gibson,35.9712,
FM,151.5031,Pohnpei,96941,,7.1383,
CA,-120.5456,Alturas,96101,Modoc,41.4767,
SD,-97.1925,Ortley,57256,Roberts,45.2657,
PA,-77.7822,Boalsburg,16827,Centre,40.7793,
ND,-100.3072,Wing,58494,Burleigh,47.1519,
MO,-91.7834,Eunice,65468,Texas,37.248,
MS,-90.1207,Ridgeland,39157,Madison,32.4122,
CA,-116.5241,Landers,92285,San Bernardino,34.3103,
WA,-120.276,Entiat,98822,Chelan,47.7057,
OH,-81.4421,Solon,44139,Cuyahoga,41.3866,
TX,-98.3253,Mission,78572,Hidalgo,26.2159,
NY,-74.0154,Thiells,10984,Rockland,41.2078,
PA,-77.8392,Allensville,17002,Mifflin,40.5075,
VA,-76.5918,Urbanna,23175,Middlesex,37.6356,
TX,-96.7776,Dallas,75342,Dallas,32.7673,
TX,-97.7658,Austin,78704,Travis,30.2428,
TX,-102.7599,Enochs,79324,Bailey,33.8731,
WV,-80.0076,Osage,26543,Monongalia,39.6587,
PA,-78.3686,Hollidaysburg,16648,Blair,40.4387,
WA,-118.6452,Curlew,99118,Ferry,48.9108,
NC,-78.9422,Durham,27706,Durham,35.997,
VT,-73.203,Whiting,5778,Addison,43.894,
CA,-122.6229,French Gulch,96033,Shasta,40.7035,
AL,-86.7904,Birmingham,35229,Jefferson,33.4629,
MI,-83.6629,Burton,48529,Genesee,42.9744,
SC,-81.3459,Blair,29015,Fairfield,34.4967,
FL,-87.2167,Pensacola,32514,Escambia,30.5241,
SC,-82.099,Startex,29377,Spartanburg,34.9285,
AR,-91.229,Cotton Plant,72036,Woodruff,35.0178,
MI,-86.2801,Scottville,49454,Mason,43.9547,
IL,-88.1572,Joliet,60436,Will,41.4884,
SC,-81.9237,Enoree,29335,Spartanburg,34.671,
IA,-94.2719,Rutland,50582,Humboldt,42.7635,
WV,-80.5248,Union,24983,Monroe,37.5802,
VT,-72.7562,Waterbury,5671,Washington,44.3378,
NE,-98.4681,Alda,68810,Hall,40.8711,
TX,-95.8018,Klondike,75448,Delta,33.3034,
TX,-94.6235,Mount Enterprise,75681,Rusk,31.9125,
TX,-97.781,Bridgeport,76426,Wise,33.187,
OR,-123.425,Wolf Creek,97497,Josephine,42.6522,
CA,-121.9378,Santa Clara,95053,Santa Clara,37.3498,
LA,-92.8412,Montgomery,71454,Grant,31.6674,
CA,-117.9956,Stanton,90680,Orange,33.7991,
OR,-122.6365,Portland,97202,Multnomah,45.484,
TX,-104.0055,Redford,79846,Presidio,29.4702,
NY,-75.8728,Chenango Bridge,13745,Broome,42.1738,
WI,-88.6539,Butte Des Morts,54927,Winnebago,44.1031,
AR,-91.2745,Smithville,72466,Lawrence,36.0908,
PA,-80.3392,Wampum,16157,Lawrence,40.8819,
NM,-105.6723,Costilla,87524,Taos,36.9324,
TX,-98.0408,Geronimo,78115,Guadalupe,29.5451,
CA,-117.4042,Rialto,92377,San Bernardino,34.1561,
TX,-96.7692,Southmayd,76268,Grayson,33.6304,
ME,-70.215,Livermore,4253,Androscoggin,44.4079,
VA,-76.5248,Newport News,23628,Newport News (city),37.1959,
MS,-89.6695,Thomastown,39171,Leake,32.864,
FL,-80.2538,Stuart,34994,Martin,27.1968,
NV,-119.7314,Minden,89423,Douglas,39.0218,
KY,-84.3379,Mount Vernon,40456,Rockcastle,37.3983,
UT,-111.9567,Ogden,84409,Weber,41.2553,
IA,-90.4356,Bellevue,52031,Jackson,42.2582,
PA,-75.2207,Easton,18044,Northampton,40.6884,
IL,-88.517,Verona,60479,Grundy,41.2501,
MD,-76.6737,Parkton,21120,Baltimore,39.6422,
PA,-76.9931,Abbottstown,17301,Adams,39.8881,
MD,-76.5478,Broomes Island,20615,Calvert,38.418,
WV,-79.4376,Dryfork,26263,Randolph,38.9489,
OH,-82.5998,North Fairfield,44855,Huron,41.103,
IL,-88.1772,Buckingham,60917,Kankakee,41.0433,
AL,-87.2374,Goodsprings,35560,Walker,33.6795,
IL,-88.7558,Belle Rive,62810,Jefferson,38.2153,
MI,-83.1446,Royal Oak,48068,Oakland,42.4895,
PA,-76.7477,Glen Rock,17327,York,39.7813,
SC,-80.006,Charleston,29407,Charleston,32.7993,
CA,-117.5957,Darwin,93522,Inyo,36.2948,
SD,-99.7763,Hoven,57450,Potter,45.2278,
IL,-88.0048,Mundelein,60060,Lake,42.2636,
CA,-121.5516,West Sacramento,95691,Yolo,38.5673,
WI,-88.1974,Waterford,53185,Racine,42.7632,
NC,-81.107,Iron Station,28080,Lincoln,35.4657,
UT,-113.8833,Grouse Creek,84313,Box Elder,41.7094,
NY,-73.845,College Point,11356,Queens,40.7855,
AR,-93.1566,Marble Falls,72648,Newton,36.0695,
CA,-117.929,Garden Grove,92843,Orange,33.7671,
IN,-85.8825,Seymour,47274,Jackson,38.9571,
WI,-91.6196,Mikana,54857,Barron,45.6096,
IL,-87.6138,Bismarck,61814,Vermilion,40.2552,
NV,-115.1372,Las Vegas,89177,Clark,36.175,
TX,-97.3783,Goliad,77963,Goliad,28.6993,
LA,-93.0706,Gibsland,71028,Bienville,32.5299,
WI,-89.4328,Ringle,54471,Marathon,44.9238,
IN,-85.9728,Elkhart,46517,Elkhart,41.6469,
FL,-81.3572,Indian Lake Estates,33855,Polk,27.798,
NY,-75.6013,Carthage,13619,Jefferson,43.9791,
MS,-89.0414,Sandersville,39477,Jones,31.7909,
NY,-75.0659,Oswegatchie,13670,St. Lawrence,44.1933,
CA,-118.9575,Hume,93628,Fresno,36.7515,
GA,-85.3221,Chickamauga,30707,Walker,34.858,
VA,-77.2925,Fairfax,22032,Fairfax,38.8177,
IA,-94.6242,Dolliver,50531,Emmet,43.4664,
MN,-92.721,Cook,55723,St. Louis,47.8442,
CA,-118.5981,Canoga Park,91309,Los Angeles,34.2011,
MS,-90.0557,Lexington,39095,Holmes,33.125,
MI,-83.6154,Genesee,48437,Genesee,43.1123,
MI,-83.3966,Romulus,48174,Wayne,42.2223,
OR,-122.6854,Portland,97209,Multnomah,45.527,
NE,-99.7007,Long Pine,69217,Brown,42.5364,
WA,-122.8686,Seabeck,98380,Kitsap,47.5913,
MO,-92.5181,Hartville,65667,Wright,37.2735,
OH,-84.5282,Gratis,45330,Preble,39.6483,
IL,-90.6384,Reynolds,61279,Rock Island,41.3277,
MO,-92.7891,Conway,65632,Laclede,37.5085,
MD,-76.7098,Bowie,20716,Prince George's,38.9263,
NY,-74.3615,Bullville,10915,Orange,41.5443,
LA,-92.0831,Marksville,71351,Avoyelles,31.1396,
VA,-77.4351,Carson,23830,Dinwiddie,37.0393,
WV,-82.2774,Huntington,25707,Cabell,38.4134,
NY,-73.8546,Red Hook,12571,Dutchess,42.0064,
NC,-77.4637,Camp Lejeune,28542,Onslow,34.664,
OK,-95.9112,Tulsa,74115,Tulsa,36.1754,
CA,-119.7285,Santa Barbara,93105,Santa Barbara,34.4369,
VA,-78.2757,Bentonville,22610,Warren,38.8187,
MO,-93.4202,Brookline,65619,Greene,37.1634,
KS,-97.4291,Canton,67428,McPherson,38.3858,
MO,-93.4126,Bolivar,65613,Polk,37.6085,
MI,-88.3875,Copper City,49917,Houghton,47.2842,
MO,-94.4499,Independence,64052,Jackson,39.075,
AR,-91.8333,Concord,72523,Cleburne,35.6414,
TN,-90.0296,Memphis,38127,Shelby,35.251,
IL,-88.204,West Chicago,60186,DuPage,41.8848,
CA,-118.2987,Torrance,90508,Los Angeles,33.7866,
SC,-81.0221,Ehrhardt,29081,Bamberg,33.1044,
FL,-81.7812,Clermont,34714,Polk,28.4113,
NY,-79.2831,Celoron,14720,Chautauqua,42.1095,
CA,-116.7285,Dulzura,91917,San Diego,32.6152,
OK,-97.3409,Noble,73068,Cleveland,35.1417,
OH,-83.0776,Columbus,43221,Franklin,40.0226,
GA,-83.204,Mc Intyre,31054,Wilkinson,32.8468,
TX,-97.9247,La Villa,78562,Hidalgo,26.2999,
VA,-78.8111,Orkney Springs,22845,Shenandoah,38.7937,
ME,-68.6868,Stillwater,4489,Penobscot,44.9224,
IL,-87.6828,Park Forest,60466,Cook,41.479,
TN,-85.9724,Hillsboro,37342,Coffee,35.3699,
GA,-84.5391,Epworth,30541,Fannin,34.9129,
FL,-81.4369,Jacksonville,32228,Duval,30.3824,
CA,-118.1994,Long Beach,90831,Los Angeles,33.7678,
TN,-85.3097,Chattanooga,37401,Hamilton,35.0456,
NY,-73.7071,Castleton On Hudson,12033,Rensselaer,42.5376,
WI,-88.075,Lena,54139,Oconto,44.956,
NC,-78.6253,Raleigh,27627,Wake,35.7977,
NC,-81.1252,Gastonia,28056,Gaston,35.2172,
MI,-83.0271,Detroit,48207,Wayne,42.3524,
CA,-123.7703,Fort Bragg,95437,Mendocino,39.4402,
MI,-86.6345,Wetmore,49895,Alger,46.3535,
PA,-79.8509,Curtisville,15032,Allegheny,40.6423,
LA,-91.7716,Mer Rouge,71261,Morehouse,32.7718,
IN,-87.3355,Pimento,47866,Vigo,39.2929,
KS,-95.7697,Topeka,66667,Shawnee,39.0429,
NM,-109.0322,Rodeo,88056,Hidalgo,31.8358,
WY,-110.3843,Fort Bridger,82933,Uinta,41.3166,
CT,-71.9391,Quinebaug,6262,Windham,42.0217,
NY,-74.0253,New York,10004,New York,40.6964,
CA,-121.4944,Sacramento,94209,Sacramento,38.5816,
KY,-85.4834,Pewee Valley,40056,Oldham,38.3039,
CO,-105.0844,Fort Collins,80527,Larimer,40.5853,
PA,-75.3231,Lake Como,18437,Wayne,41.8666,
WV,-77.7978,Halltown,25423,Jefferson,39.314,
WI,-89.4239,Madison,53744,Dane,43.0696,
OR,-122.1769,Crater Lake,97604,Klamath,42.9465,
NY,-73.7926,Millwood,10546,Westchester,41.2015,
CA,-119.8025,Santa Barbara,93111,Santa Barbara,34.4453,
NY,-78.2702,Oakfield,14125,Genesee,43.0717,
OH,-82.2488,New Straitsville,43766,Perry,39.5869,
NY,-78.6606,Ellicottville,14731,Cattaraugus,42.2959,
AK,-149.6912,Minto,99758,Yukon-Koyukuk (CA),65.0584,
NY,-73.9129,Bronx,10453,Bronx,40.852,
TN,-89.187,Grand Junction,38039,Hardeman,35.049,
ID,-113.0878,Howe,83244,Butte,43.9087,
MI,-82.6916,Goodells,48027,St. Clair,42.9443,
TX,-98.5245,San Antonio,78225,Bexar,29.3875,
CA,-121.557,Nicolaus,95659,Sutter,38.8657,
IL,-90.3524,Bluff Springs,62622,Cass,39.9796,
OH,-81.6731,Broadview Heights,44147,Cuyahoga,41.3141,
GA,-81.4371,Hinesville,31310,Liberty,31.8068,
NJ,-74.4173,Perth Amboy,8862,Middlesex,40.43,
WV,-80.8323,Cedarville,26611,Gilmer,38.8451,
OH,-82.8771,Sulphur Springs,44881,Crawford,40.8709,
MT,-112.0361,Helena,59624,Lewis and Clark,46.5927,
UT,-111.9837,Ogden,84404,Weber,41.2627,
KY,-86.3933,Bowling Green,42103,Warren,36.9663,
CA,-121.9992,Dunnigan,95937,Yolo,38.887,
CA,-122.4194,San Francisco,94164,City and County of San Francisco,37.7749,
PA,-79.7381,Smithton,15479,Westmoreland,40.1553,
NY,-74.9327,Colton,13625,St. Lawrence,44.5016,
GA,-83.7803,Hoschton,30548,Jackson,34.0866,
TX,-96.9905,Irving,75038,Dallas,32.8653,
IA,-92.9046,Killduff,50137,Jasper,41.608,
CA,-118.449,Tehachapi,93581,Kern,35.1322,
IN,-86.544,Mill Creek,46365,LaPorte,41.6091,
VA,-80.0671,Salem,24157,Salem (city),37.2884,
ND,-100.8754,Ruso,58778,McLean,47.7622,
MT,-109.2671,Lloyd,59535,Blaine,47.9647,
WA,-122.1819,Renton,98056,King,47.5073,
TX,-95.4342,Houston,77277,Harris,29.834,
CA,-118.3027,Los Angeles,90010,Los Angeles,34.0606,
MO,-92.2635,Saint Elizabeth,65075,Miller,38.2712,
TX,-96.3814,Fate,75132,Rockwall,32.9415,
KY,-86.3441,Webster,40176,Breckinridge,37.9237,
IL,-88.0342,Palatine,60078,Cook,42.1103,
TX,-100.1679,Briscoe,79011,Wheeler,35.5855,
MS,-89.4105,Walnut Grove,39189,Leake,32.6134,
MI,-83.2893,Pontiac,48340,Oakland,42.668,
OK,-99.4287,Olustee,73560,Jackson,34.5496,
VA,-79.987,Covington,24426,Covington (city),37.7802,
PA,-76.0493,Kinzers,17535,Lancaster,40.0053,
TX,-96.7673,Celina,75009,Collin,33.3103,
CA,-117.1809,Hinkley,92347,San Bernardino,34.9279,
AK,-151.7358,Anaktuvuk Pass,99721,North Slope,68.1433,
MN,-93.0813,Grasston,55030,Pine,45.8566,
AK,-143.6239,Kaktovik,99747,North Slope,70.1319,
TX,-97.8784,Austin,78739,Travis,30.172,
AZ,-111.9182,Scottsdale,85266,Maricopa,33.7669,
VT,-72.0157,Saint Johnsbury Center,5863,Caledonia,44.4567,
CO,-105.2782,Kittredge,80457,Jefferson,39.6481,
PA,-77.2953,Weikert,17885,Union,40.8584,
OK,-97.0454,Ponca City,74604,Kay,36.7299,
PA,-75.5882,West Chester,19382,Chester,39.9441,
KS,-96.7101,Ogden,66517,Riley,39.1153,
VA,-78.8552,Lacey Spring,22833,Rockingham,38.5284,
PA,-80.3822,Atlasburg,15004,Washington,40.3413,
TX,-101.8949,Amarillo,79106,Potter,35.1977,
TX,-97.41,Moody,76557,McLennan,31.2533,
WV,-80.6882,Alum Bridge,26321,Lewis,39.0425,
MA,-71.0514,Everett,2149,Middlesex,42.4112,
